gene	lung_mean_RNAi
KRT28	0.021604619
ZNF519	-0.037620973
DBN1	0.038370445
DBP	-0.078359447
DBT	0.047427916
ZNF836	0.061811043
ZNF610	0.093713651
ZNF600	0.066323994
ZNF320	0.159806101
ZNF497	-0.014204902
ZNF550	0.019414109
ZNF296	-0.050106839
DEDD2	0.134546422
OR7D2	-0.280657055
AP2B1	0.067846158
DCC	0.053716484
ZNF579	-0.078077248
ZNF791	0.088344338
ZNF564	0.046984273
ZNF709	0.085796825
ZNF433	-0.024030627
ZNF114	0.057410953
ZNF567	-0.157208652
ZNF383	0.026727004
ZNF781	-0.071258946
EID2	0.012287707
ZNF780B	0.109676945
LGI4	-0.113293623
ECI1	-0.161831712
ZNF676	-0.045950409
ZNF100	0.020113015
ZNF540	-0.067367488
DCK	-0.079688839
GBP6	0.119265991
DCN	0.0190801
PLPPR5	0.040186947
FNDC7	-0.194409969
DENND1B	0.008585473
DCTD	-0.077255019
TDRD5	-0.024001667
TOR1AIP2	0.093067867
ACE	0.10022627
CALML6	0.02195552
IFNLR1	-0.158000453
CYP4Z2P	0.077275544
CITED4	0.084851142
SPRR4	0.089660135
KANK4	0.114648578
SASS6	0.046978666
DCT	-0.1107313
SDE2	0.150121757
CNST	-0.048357121
DCTN1	-0.544197794
AP1G1	0.0381247
HFM1	-0.040644094
PAQR7	-0.0954581
DCX	-0.034723776
TTC24	-0.005413678
UBL4B	0.010830057
DDB1	-1.00095398
WFDC13	0.213101299
APCDD1L	-0.009048178
DDB2	-0.010368485
LRRN4	0.141371645
TTLL9	0.136331656
DDC	-0.253314134
AKR1C1	0.064979152
CCDC116	0.118418662
AKR1C2	-0.13347027
CABP7	-0.108316891
TMPRSS6	-0.193111266
APOBEC3H	0.204794882
WBP2NL	0.126268062
GADD45A	-0.075379244
DAW1	-0.019456677
LONRF2	0.039810154
DDIT3	-0.020911938
AEBP1	0.029305752
DDOST	-0.384884271
CCDC138	0.057846953
ADGRF3	-0.090137163
TEX44	-0.129806859
DDT	0.090793642
FAM171B	-0.221594275
C1QL2	0.079122745
DDX1	-0.124708131
UBXN2A	0.065953192
DDX3X	-0.309667096
DDX5	-0.386374327
CLEC4F	0.082717752
DQX1	0.060568895
DDX6	-0.313645131
PARP15	-0.044832014
DMXL1	-0.046031682
DNAJB8	0.009113407
GPR156	-0.080916464
DHX8	-1.160757703
XIRP1	-0.392312963
RNF168	-0.137096837
AES	-0.041337025
DHX9	-0.844660834
CHST13	0.010525041
DDX10	-0.642198073
PRICKLE2	-0.105573952
KBTBD12	0.053635701
SPATA5	-0.134079023
DHX15	-0.65842646
DECR1	-0.00662832
DCLK2	-0.039166564
ADGRA3	0.103959568
TRIM60	0.186116097
MMAA	-0.104701972
ZBTB49	-0.143509782
DEFA3	-0.164515116
TIGD2	-0.170492765
RASSF6	0.067747238
RBM46	0.046606995
DEFA4	-0.027004321
SGMS2	0.016892584
MIER3	-0.05462223
CDC20B	-0.040396306
CRISP1	0.032229026
DEFA5	-0.22900216
DEFA6	-0.005371516
UGT3A2	0.103459206
PAPD4	-0.005334393
DEFB1	-0.01340461
DCP2	-0.074287558
NIM1K	0.017844113
DES	-0.035173799
LIX1	0.074805897
ZNF366	-0.063955744
CFD	0.001800395
FAM151B	-0.016104673
DFFA	0.055664966
PRSS35	0.082702048
LCA5	-0.280081687
DFFB	0.04423401
TIMM8A	-0.015251837
OLIG3	-0.103610987
C6orf118	0.047370074
ZNF92	0.018963426
GALNTL5	-0.091311354
DDX53	0.024422348
ZNF679	-0.014657387
RNF133	0.065302355
CDC14C	0.239969688
THAP5	-0.048749206
GIMAP7	0.06213926
ZNF467	0.087442232
BHLHA15	0.037012259
BMPER	-0.013876035
DFNA5	0.038732814
ZNF800	-0.072600146
CNBD1	0.068322718
COCH	-0.168242228
SLC30A8	-0.06427589
COL22A1	-0.105110759
SNX31	0.055165308
TMEM64	-0.180414118
ZNF596	0.066544665
IDO2	-0.249650942
STKLD1	0.048369916
KCNV2	-0.07321966
OLFML2A	0.102106987
QSOX2	0.073782155
GLIS3	0.054093033
ZNF169	0.142755266
SPIN3	0.127046327
FAM47B	0.094018904
ZCCHC12	0.096678259
ARX	-0.058634233
FUT11	-0.033647678
OIT3	0.0630746
PWWP2B	-0.081862504
SSBP4	-0.084755913
CLEC4C	-0.029858271
DHX36	-0.361177004
HTR3C	-0.021307784
GIMAP1	-0.037424625
GPHA2	0.02101412
S100Z	0.103197223
COMMD6	0.096248007
XAGE3	-0.010283297
XAGE5	-0.182163891
NUDT10	0.039788223
ADAMTS15	-0.08806761
ADAMTS16	-0.035601864
ADAMTS17	0.176130969
ADAMTS18	-0.088244831
COX7B2	0.061844117
GSX2	-0.063081799
KCNG3	-0.011661803
ZNF525	-0.200456977
ZNF431	-0.039923436
ZNF721	-0.077096982
ANKRD24	-0.115808083
ZNF384	-0.058447764
ADAMTS19	-0.078572425
ASXL1	-0.156198233
SYNPO2	-0.113906681
RHOV	-0.069241569
DSTNP2	-0.027188248
ZNF675	0.072991013
PDIA3P1	0.196544184
CLYBL	-0.083217882
FAM9B	0.015542887
FAM9C	-0.206977154
SPTSSA	0.034728169
PTCRA	0.092067307
POLR3H	0.078188634
ABHD3	-0.058893879
DGUOK	-0.114817566
DHCR7	-0.191200496
DHCR24	-0.021646351
DHFR	-0.018741095
AFG3L1P	-0.128858476
DHFRP3	0.117518435
DHODH	-0.058516484
DHPS	-0.832696122
CYB5R3	0.000794585
NQO1	-0.070388855
DIAPH1	-0.280529657
AFM	0.054324134
DIAPH2	0.078722665
1-Sep	-0.034767752
DIO1	0.107716008
DIO2	0.009626661
DIO3	0.054559199
DKC1	-0.622900647
DLAT	-0.019314213
DLD	-0.119133694
DLG1	0.034404811
AFP	0.051965783
DLG2	-0.089851671
DLG3	-0.124365778
DLG4	-0.049593929
DLST	-0.306862188
DLSTP1	0.056290378
DLX1	-0.105181324
DLX2	-0.021385931
DLX3	-0.056960183
DLX4	-0.088294312
DLX5	-0.070595355
AGA	-0.261161875
DLX6	-0.042084632
DMBT1	0.068837647
DMD	0.079686708
SARDH	-0.18186516
DMP1	0.119833866
DNM1	0.073159796
ACAN	0.063046742
DMPK	-0.00254233
DMRT1	-0.051824596
DMWD	-0.007177705
DNA2	-0.23027553
DNAH5	-0.048675785
DNAH8	-0.172782726
AGER	-0.044145368
DNAH9	0.137133527
DNASE1	-0.096859231
DNASE1L1	-0.045918225
DNASE1L2	-0.069120044
DNASE1L3	-0.131969464
DNASE2	0.044506958
DYNC1H1	-0.589590029
AGL	-0.262113268
DYNC1I1	-0.096355814
DYNC1I2	-0.95700023
DYNC1LI2	-0.092195176
DNM2	-0.344914651
DNMT1	-0.479658383
TRDMT1	-0.099631118
DNMT3A	0.048429641
DNMT3B	-0.132389678
DNTT	-0.071134014
DOCK1	0.018290513
DOCK2	0.089231368
DOCK3	0.059939784
DOK1	0.080507101
DXO	0.003148776
DPAGT1	-0.017870691
ABAT	-0.014025108
DPEP1	-0.021359798
DPH1	-0.110274543
DPH2	0.028800621
DPP4	0.036517506
DPP6	0.050651279
DPT	-0.04712097
DPYD	0.086724965
DPYS	0.016899667
DPYSL2	-0.100186962
DPYSL3	-0.018727137
AGRP	-0.012945954
DR1	-0.105462598
SLC26A3	-0.138007275
DRD1	-0.18155863
DRD3	-0.045883538
DRD4	-0.002592651
DRD5	-0.071829153
DRG2	0.021332979
JAG1	0.013178336
ARID3A	-0.001073885
DRP2	0.135778406
ATN1	-0.053139979
DSC1	-0.161931923
DSC2	-0.119099556
DSC3	-0.105220494
DSCAM	0.050784783
RCAN1	-0.054984771
DSG1	-0.044750939
DSG2	0.104012422
AGT	0.032404148
DSG3	0.052953816
TSC22D3	-0.059742666
DSP	0.035798438
EPYC	0.029461467
DSPP	-0.134699949
SLC26A2	0.004806787
DTNA	-0.157723923
DTNB	0.068031846
HBEGF	0.03891461
DTX1	-0.107414881
DTYMK	-0.154243945
ECM2	-0.024740276
DUSP1	0.024390297
DUSP2	-0.024359654
DUSP3	-0.045430503
DUSP4	-0.08400611
DUSP5	-0.153212141
DUSP6	-0.280079539
DUSP7	-0.067493091
AGTR1	-0.030245796
DUSP8	0.080863134
DUSP9	0.05121168
DUT	-0.34914441
DVL1	-0.046180482
DVL2	0.01314089
DVL3	0.069391797
DYRK1A	0.043262528
AGTR2	-0.011285704
TOR1A	0.017177359
E2F1	-0.118918858
APLNR	0.072205492
E2F2	-0.087841995
E2F3	-0.153744384
E2F4	-0.087771687
E2F5	-0.202431623
E2F6	0.081469818
E4F1	-0.143061953
EBF1	0.087699019
GPR183	-0.104880288
ECE1	0.054491122
AGXT	-0.019490889
TYMP	-0.051978297
ECH1	-0.009986594
ECHS1	0.026503431
ECM1	-0.047690315
ECT2	-0.375633518
EDA	-0.058520936
ABCA1	-0.091206743
NR0B1	-0.02511473
S1PR1	-0.127120111
LPAR1	-0.040105953
S1PR3	0.027403622
EDN1	-0.124151096
EDN2	-0.002870404
EDN3	0.029023038
EDNRA	-0.156427592
AHCY	-0.198941393
EDNRB	-0.032708354
PHC1	-0.084696242
PHC2	0.009816665
EEF1A1	-0.531615684
PLAC4	0.07341842
EEF1A2	0.029901247
PGAM5	-0.000489743
B3GNT6	0.085014859
HIGD2A	-0.311181131
KRT24	-0.258934353
AGO3	-0.007483054
AGO4	-0.015679717
SCAMP5	0.167599625
EEF1B2	-0.028481022
EEF1D	-0.039530092
EEF1G	-0.422596739
EEF2	-1.050964105
EIF2D	0.054727763
EFNA1	0.016584588
EFNA2	-0.096277341
EFNA3	-0.046638017
EFNA4	-0.041361592
EFNA5	0.073288795
EFNB1	0.032654935
EFNB2	-0.002345975
EFNB3	-0.167221046
EGF	0.066241283
CELSR3	-0.124241459
CELSR2	-0.206084513
MEGF6	-0.327538621
MEGF8	-0.102765729
MEGF9	-0.141914601
EGFR	-0.112007369
EGR1	-0.046394537
SDR16C5	0.069344385
AAED1	0.05759535
ZNF367	-0.070736287
EGR2	-0.04799362
ANTXRL	0.066750269
AHR	-0.15804304
EGR3	-0.095203293
PLPP4	-0.130636574
EGR4	0.122353578
EHHADH	-0.057036614
MPZL3	-0.069740385
IMMP1L	0.080820083
OR56B4	-0.450556423
KRT78	-0.064431462
RILPL2	-0.116543813
DNAH10	-0.223215673
AMN1	0.122769523
DTX3	-0.097627799
ZFC3H1	-0.329871775
MYRFL	0.09347941
PLBD2	-0.023505612
FAM71C	-0.026108548
EEF2KMT	-0.18758439
EIF2S1	-0.793494001
DCP1B	0.072732244
ANO6	0.112864863
ARID2	-0.114139794
METTL21C	-0.067988214
EIF2B1	-0.477190359
VSTM4	-0.027433295
PAOX	-0.008785786
FAM24B	-0.008306766
EIF2S3	-1.025409061
ADCY4	-0.102344888
EPHA2	-0.001445723
FAM227B	-0.072585929
DNM1P46	-0.093523866
GRAMD2A	0.012127866
AHSG	0.104556258
LCTL	-0.027508567
UBR1	-0.145901738
LINC00311	-0.010857298
LDHD	0.002410574
FUK	-0.137467445
MLKL	-0.084097121
EIF4A1	-1.056900933
ZNF778	0.114618532
ACSF3	0.254151807
WDR90	-0.03577925
EME2	-0.018591799
NLRC3	0.156692831
NSMCE1	-0.297426279
EIF4A2	-0.824940488
ZNF48	0.041812454
EIF4B	-0.352935055
EIF4E	-0.727468704
EIF4EBP2	-0.006014181
EIF4G1	-0.566060349
EIF4G2	-0.499383694
EIF5	-0.190600176
EIF5A	-0.482341613
AIF1	0.119423832
CELA1	-0.204131002
ELANE	0.038588555
SERPINB1	0.013573408
DZIP1L	0.040876908
TTC21A	-0.159522519
ELAVL2	-0.076039876
ELAVL1	-0.198129434
ELAVL3	-0.047298664
ELAVL4	-0.058231474
MCEMP1	0.121770652
ZNF627	0.058376765
DAND5	-0.334209163
ELF1	-0.042206969
ZNF585A	0.011480057
NLRP7	-0.045828957
CADM4	-0.086938807
THAP8	0.109540562
U2AF1L4	-0.202989752
ZNF626	0.084167309
FAM129C	0.061368848
ELF2	-0.028035437
FAM76A	-0.20409156
ELF3	-0.027438721
FYB2	0.140740139
CYP4Z1	0.026270807
A2M	-0.129830386
ABCA2	-0.008218272
ELF4	0.091897367
CDCP2	-0.025299432
SLC5A9	0.009143123
NUDT17	0.009259806
TXLNA	-0.133715412
ELF5	-0.021565232
TCTEX1D1	0.069072537
PLD5	-0.081917932
C1orf100	0.035140823
SLFNL1	-0.087592917
KRTCAP2	0.061721597
TMEM51-AS1	-0.096847372
ELK1	-0.032038119
IBA57	0.039506689
LINC00656	0.004772342
RNF215	0.00694614
APOBEC3A	-0.078779995
APOBEC3F	-0.149832927
FOXD4L1	0.071542649
ELK3	-0.033274168
ALMS1P1	0.116581552
TET3	-0.034781625
ELK4	-0.111102733
GKN2	0.224135664
ANKRD23	-0.039071811
APLF	0.075624533
PIKFYVE	-0.016206266
ELN	0.02552446
KRTCAP3	-0.08378237
SPRED2	0.113152955
TIGD1	0.064784865
ALG1L	0.006606748
C3orf67	0.075712176
KCTD6	-0.154558755
LIPH	-0.184658443
ARL13B	0.05497558
DHFR2	0.042242546
EML1	-0.023060764
HTR3D	-0.044671314
RPL22L1	0.038026474
SLC51A	-0.029869298
MUC20	0.012582821
GABRR3	-0.095665695
EMD	-0.05067134
MARK2	-0.148163283
DHRS7C	0.007039085
TVP23C	0.128986853
CENPV	0.102933931
FLCN	-0.021476561
PLD6	0.026667092
ARHGAP27	0.001463704
ZNF385C	0.167887866
EMP1	-0.022669042
SLC16A13	-0.064475222
CENPX	-0.007500834
LRRC45	-0.821824957
SLC39A11	-0.138267604
AMZ2P1	0.087468932
UNC13D	0.037446402
RDM1	0.010081352
EMP2	0.141499178
SPNS3	0.08123788
EMP3	-0.053723751
RAB12	0.028564581
ADGRE1	-0.04152175
ZBTB7C	-0.100519277
ZNF584	0.116123116
ZSCAN4	0.038768798
HACD2	-0.487221946
STT3B	-0.081413429
EMX1	-0.079038007
DNAH12	0.14237913
PDE12	-0.342754589
DENND6A	0.090376803
TIGIT	0.002313356
CTTN	0.128732947
SLC10A4	0.0663953
TIGD4	0.081731517
TMEM154	0.1355328
EMX2	-0.076639881
LINC00504	0.155970772
SMIM14	-0.096215322
EN1	-0.045570812
TMEM192	-0.079215149
RWDD4	-0.101764116
PRIMPOL	-0.07439893
CRYBG1	-0.064333573
EN2	-0.048742214
TAPT1	-0.01796462
DNAJC18	-0.023843994
ENDOG	0.014940296
RANBP3L	-0.05765424
ENG	-0.028372606
LINC01554	0.156259346
ENO1	-0.111680973
GAPT	0.082173771
CMYA5	-0.052846834
STK32A	-0.170648258
OSTCP1	0.137539903
TCTE1	0.175638253
KHDRBS2	0.006455614
ENO2	0.015354094
TRIM39-RPP21	0.048468269
ENO3	-0.04169798
ENPEP	0.014284155
ENSA	-0.099479784
AK1	-0.025415559
SLC29A1	0.081874305
ADCK5	0.0188747
TSNARE1	-0.064749373
TUBB	-0.807553203
R3HCC1	-0.299510329
PRSS55	-0.034902145
HTRA4	-0.028575686
ADAM32	-0.054781447
LGI3	-0.031599823
C9orf72	0.115112986
CCDC171	-0.145704594
NAIF1	-0.014137766
ANKS6	0.029046222
EP300	0.077643934
SUSD3	-0.178657669
EPAS1	0.029678811
CT83	-0.002782172
SLC25A43	0.046378683
RTL3	0.134225102
NRK	0.034405402
EPB41	0.041652622
INTS6L	-0.058397981
ZNF449	0.087211561
VMA21	0.192245812
TMEM31	-0.034716477
EPB41L1	-0.022199449
EPB41L2	-0.037297245
EPB42	-0.208383901
ANO5	0.063321517
DMTN	0.007002362
AK2	0.106362472
STOM	-0.033930852
EPHA1	0.002553731
EPHA3	0.083322238
CERS3	-0.184746418
EPHA4	0.013840255
EPHA5	-0.062349532
PDILT	-0.00925332
EPHA7	-0.149700004
EPHA8	-0.146954304
EPHB1	-0.139704234
EPHB2	-0.083086579
NLRP11	0.143181456
HIPK1	-0.259447119
EPHB3	0.001920579
SLC44A5	0.109759358
AK4	-0.053383461
EPHB4	-0.219366946
EPHB6	-0.063669076
AMER3	0.157256692
EPHX1	-0.001731767
EPHX2	0.017569112
C2orf69	0.036150618
STX2	0.011376602
C3orf58	-0.032533471
CLN8	-0.034399987
SENP5	-0.098724433
EPO	0.060007378
EPOR	-0.055210611
USF3	-0.083431803
EPRS	-0.293515843
TRIML2	0.114668217
EPS8	-0.02438196
EPS15	-0.080172165
NR2F6	-0.100687279
LVRN	0.064182492
SLC36A1	-0.123034158
ERBB2	-0.170007341
C6orf163	0.230064744
PIP5K1P1	-0.064257763
ERBB3	-0.172846038
ERBB4	-0.10319681
ERCC1	-0.083321684
ERCC2	-0.297798377
EREG	-0.096127324
AKT1	-0.0942943
EYA4	-0.041723793
DHRSX	0.01513188
ERCC3	0.012158787
ERCC4	-0.015633404
ERCC5	-0.142664128
ERCC6	-0.006190451
ERF	-0.146670128
ERG	0.011858876
ERH	-0.637264782
AKT2	0.072314558
ERN1	-0.154326688
ERV3-1	-0.018911598
FBL	-1.070577918
ESD	-0.058842347
ESR1	-0.104677823
ABCA3	0.003597553
ALAD	0.036250677
ESR2	0.016574592
ESRRA	-0.030000467
ESRRB	0.001966335
ESRRG	-0.148098504
ETF1	-0.757318338
ETFA	-0.160247025
ETFB	-0.142213151
ALAS1	0.079670494
ETFDH	-0.00626402
ETS1	-0.003634899
ETS2	0.029168576
ETV1	-0.075671013
ETV2	0.079489263
ETV3	-0.105985938
ETV4	-0.045159303
ETV5	0.071485118
ALAS2	0.016945461
ETV6	-0.05314952
EVC	-0.058132946
MECOM	0.017196352
EVI2A	-0.046929932
EVI2B	-0.051660526
EVPL	0.021098108
EVX1	-0.018240035
ALB	-0.059658854
EWSR1	-0.430641417
EXT1	-0.007379488
EXT2	0.014057023
EXTL2	0.045673651
EXTL3	0.057408702
EYA1	-0.079320326
EYA2	-0.02094789
ALCAM	-0.025509441
EYA3	0.13888596
EZH1	-0.065611055
EZH2	-0.023950678
F2	-0.211618401
F2R	0.004186092
ABCD1	-0.215997116
F2RL1	-0.022337541
F2RL2	-0.052337429
F3	0.111365636
F5	0.098975811
F7	0.071412208
F8	0.13735265
F9	0.008677909
F10	
ALDH1A1	0.00795416
F11	0.004355903
F12	-0.068975332
F13A1	-0.033484671
F13B	-0.071038283
FAAH	0.020762322
FABP4	-0.063099092
FABP1	0.038103999
FABP2	0.037924147
ALDH2	-0.166903052
FABP3	-0.077728992
FABP5	-0.148666595
FABP6	0.052624791
FABP7	-0.007136032
FANCA	-0.011687267
FANCC	0.046346175
FANCD2	-0.021328191
FANCE	0.021143341
ALDH3A1	-0.081352029
ACSL1	0.020513556
ACSL3	-0.129627995
ACSL4	-0.131876892
FAH	-0.027558226
PTK2B	-0.090084856
BPTF	-0.333646718
FANCB	0.065298723
FANCF	-0.067771388
FANCG	-0.0266033
ALDH1B1	-0.149912358
FAP	-0.007919234
FBLN1	-0.055764395
ATAD3C	-0.009000874
FARSA	-0.065926823
USP12	-0.050201996
PLAC9	-0.015485414
FASN	-0.179443621
MTIF3	0.088311166
GSX1	-0.038038781
OR4C11	-0.106717054
OR7E5P	0.151088894
OR5T2	0.038793185
OR5R1	0.023238588
FAT1	0.066594509
LRRC55	0.038757918
YPEL4	0.108799617
MED19	-0.275246514
ZNF804B	0.112972243
FOLH1B	0.112746702
FAT2	-0.091428561
ZCCHC24	-0.359620656
ENKUR	0.033716587
ARMC3	0.028376257
UNC5B	-0.0429908
FAU	-0.585527904
STOX1	-0.044525188
ZNF25	0.018822086
GJD4	-0.021631038
CCNY	-0.054865824
RTKN2	0.151664872
TBATA	0.01436567
C11orf45	-0.06617328
HYLS1	-0.055011256
SLC37A2	0.000349924
OR8G5	0.035358035
OR10S1	0.14336354
TBCEL	0.087149303
FBLN2	-0.242104821
MRPL21	-0.438204515
TPCN2	-0.033723273
OR9Q2	0.145671571
OR1S2	0.148288175
OR1S1	0.069755867
GLYATL2	0.076677797
OR5A1	0.447605438
OR4D11	0.080470174
PATL1	0.034750318
ABCB7	-0.783463913
ALDH1A3	-0.083429653
FBN1	0.130282084
VWCE	-0.061037954
CYB561A3	0.018642101
PPP1R32	0.136031103
GDPD4	0.049963558
DDIAS	0.068903764
CCDC83	0.088430661
ORAOV1	0.059916658
LRTOMT	0.11835157
ERICH6B	0.034699112
SPERT	0.009805162
FBN2	0.11990336
DLEU7	0.056930805
TPTE2P3	0.294480059
SKA1	-0.068896033
CFAP53	0.039119062
DOK6	-0.114205449
EFEMP1	0.211333014
ATOH7	-0.022698563
HEPACAM	-0.119871599
FBP1	0.105181803
OAF	-0.00238336
FAM181B	0.065567931
FCAR	-0.038900182
CTAGE10P	0.075523834
RNF152	-0.049419388
FCER1A	0.128574307
USP32P2	-0.08235599
MS4A2	0.098961079
FCER1G	-0.053287872
LOC220729	0.109257491
FCER2	-0.048140376
FABP5P3	0.098424152
FCGR1A	0.014684004
ZNF438	-0.015431449
SLC16A9	0.133478287
FAM13C	-0.048899314
8-Mar	-0.073048337
C10orf25	0.0751781
HNRNPA3	-0.134982701
ZNF485	0.122293078
ALDH3B1	-0.10470108
FCGR1B	-0.083177021
RASGEF1A	-0.043795117
REEP3	0.035973693
JMJD1C	-0.006754268
C10orf111	-0.073343031
SLC39A12	0.148799692
NSUN6	0.082536681
ARL5B	-0.207550751
LRRN4CL	-0.074855249
HNRNPUL2	-0.251840447
ALKBH3	-0.151070327
EEF1AKMT1	0.015015707
SKA3	-0.078830607
MICU2	0.039813659
SPATA13	0.12219885
CPNE2	-0.106361008
ADGRG5	-0.023027361
FCGR2A	0.043154891
CES5A	0.003090727
LINC00305	-0.08717133
AK9	-0.050849283
NT5DC1	0.060838291
FCGR2B	0.04213776
FAM26D	0.013308507
ZUFSP	0.105529162
TBC1D32	-0.14701841
BEND6	-0.153343384
GSTA5	-0.082997659
OPN5	0.015307909
ADGRF4	-0.255376913
ADGRF5	-0.028415028
FCGR3A	-0.05938407
TDRD6	-0.207396257
SPATS1	-0.32996027
C6orf223	-0.00704707
RSPH9	0.183618352
OARD1	0.026894119
KIF6	0.022203779
TMEM217	-0.119917418
FGD2	-0.000109445
PI16	-0.085263636
C6orf89	0.132442799
LEMD2	-0.356756282
FCGR3B	0.020172874
ZBTB9	-0.018096668
ZBTB12	-0.297377718
C6orf136	-0.121184725
HIST1H2AA	0.114343269
KDM1B	0.069388749
RBM24	-0.045312365
RNF182	-0.007360818
PHACTR1	-0.040996797
FCGRT	-0.036027771
SYCP2L	0.19624174
LINC00518	-0.021658071
PXDC1	0.041797371
ZSCAN25	-0.125672961
FAM200A	-0.109869328
FKTN	0.08145699
PRPS1L1	0.023267462
TWISTNB	-0.217577607
SP8	-0.060870361
JAZF1	-0.076337228
FCN1	-0.077622237
SDK1	0.103655308
FOXK1	0.042992402
MMD2	-0.026793099
DAGLB	-0.027372742
ALDH3B2	-0.061801649
FCN2	0.017404067
VSTM2A	-0.156909546
TMED4	0.059687519
MTURN	0.097716436
SRRM3	-0.004802412
RSBN1L	-0.152935237
FDFT1	0.11062128
KIAA1324L	0.102550947
LRWD1	-0.033805237
FAM185A	0.197155591
FBXL13	0.047007114
NAPEPLD	0.167244368
ATXN7L1	-0.094803321
CDHR3	0.033984535
FDPS	-0.244342811
LNX2	0.047022188
ADGRG3	-0.092685837
HS3ST5	-0.037974317
GPRC6A	-0.139025042
RFX6	0.122487558
SLC35F1	0.133068122
FAM83B	-0.005213859
ADGRF2	-0.170071877
TSPO2	0.106347569
UNC5CL	0.019583219
KCTD20	0.035449569
PXT1	0.06718878
SCUBE3	-0.100820866
NKAPL	0.053316802
FAM217A	0.020309668
TMEM130	0.016419923
FERD3L	0.019042848
NYAP1	-0.044829171
SLC29A4	-0.083150042
ALDH9A1	-0.017726937
FDX1	-0.033553261
ZNRF2	-0.06913811
SEMA3D	-0.042854711
FDXR	-0.088287917
FECH	-0.057986658
FEN1	0.04400071
GPC4	0.009383282
FER	-0.096449625
FES	-0.037176187
FGA	0.105599435
FGB	-0.063751972
FGD1	-0.014036168
FGF1	0.001481071
FGF2	-0.025223004
FGF3	-0.12488633
FGF4	-0.020208874
ABCD2	-0.047705074
FGF5	0.087518881
FGF6	0.164226406
FGF7	0.004493457
FGF8	-0.081635072
FGF9	0.025464769
FGF10	0.021689133
FGF11	0.130582602
MAPK15	-0.14151466
FGF12	0.046958981
FGF13	0.093628605
FGF14	-0.146254532
ALDOA	-0.553992614
FGFR1	-0.012243421
FGFR3	-0.046498408
GPC5	0.067066423
FGFR2	-0.013556106
FGFR4	-0.094482738
FGG	0.074253001
FGL1	0.039572628
FGR	-0.028329353
FH	0.047997082
FHIT	-0.044447688
FHL1	0.089708495
FHL2	-0.092462366
FHL3	0.159559155
VEGFD	-0.102456198
CASC3	0.01972042
NID2	-0.11259256
COG2	-0.111211472
TFEC	0.01119169
LAMB4	-0.312471854
FKBP1A	-0.140266823
RRAS2	0.059696324
ITGA11	-0.014642797
CLCA4	0.015199558
XRN2	-0.278646454
IKZF3	-0.100032924
IKZF2	-0.056434372
MRAS	-0.03859112
FKBP1B	-0.124643527
COPZ1	-1.04524191
FKBP1AP1	0.24364105
COPG1	-0.46759876
RASA3	-0.089559707
PHLDA1	0.029678918
MTF2	-0.111877953
HSPA4L	0.106386267
DNAJC8	-0.338534997
PUF60	-0.933564091
SCAF8	-0.086148352
NLGN4Y	0.360209117
ZNF652	0.052500443
ZFP30	0.092730583
RHOBTB3	-0.011411275
COBLL1	-0.209650993
RNF44	0.087831478
DLGAP4	0.119017902
RAB11FIP2	0.087221834
PPM1E	0.038394183
FRMPD1	-0.053409001
DOLK	-0.080787292
VASH1	-0.22683129
ZNF507	-0.183568437
AAK1	0.075495285
CPEB3	0.067995305
ADNP2	-0.049436997
ANKRD26	-0.054698439
LMTK2	0.016879791
NTNG1	-0.100628147
ICK	-0.101238048
ADGRL1	-0.020045059
FKBP2	-0.036301369
NLRP1	-0.166687347
FNDC3A	-0.132698308
ATG14	-0.137123454
R3HDM2	0.129697386
SLITRK3	-0.033475533
CNKSR2	0.033586653
FASTKD2	-0.154553564
ZNF510	0.098875166
FKBP3	0.026670226
PPP6R1	-0.097295034
NLGN1	-0.047552231
SEC31A	-0.10038782
DZIP1	-0.200769075
PLEKHA6	-0.088966004
ENPP4	-0.030899605
INPP5F	0.012581225
MLXIP	-0.089776096
TRAPPC8	-0.713908631
MON1B	0.070178383
FKBP4	-0.263237352
MORC2	-0.012225218
ANKRD6	0.03224996
ZHX2	0.018721935
CLSTN1	0.067705664
WDR37	-0.019819496
ABLIM3	-0.133504185
FOXJ3	-0.135574406
UBOX5	-0.004837042
KIAA0907	0.233840289
FKBP5	0.043402691
ZBTB1	0.019510916
ZNF365	-0.088888541
BAHD1	0.019358895
DIS3	-0.03687309
RPH3A	0.053335887
CEP164	-0.011520754
DENND3	-0.009210507
ARHGEF15	0.08210151
ALDOB	0.050806076
FOXG1	-0.007650338
CARD8	-0.004903659
ARSG	-0.072403548
RUFY3	-0.00727037
BTBD3	0.05233843
EPN2	-0.306638533
TRAK1	-0.006249549
DHX30	-0.165436444
SACM1L	-0.181555288
FAN1	-0.081922983
WDR47	0.022059744
RALY	-0.446501632
KLRK1	-0.07489701
MMRN1	-0.010029038
NCBP2	-0.805422204
ZP1	0.01246287
CD93	-0.003849671
MAPRE1	-0.132437421
KIFAP3	0.054646836
MSRB2	0.002607317
PLA2R1	0.101738386
ATF6	0.021909925
SEPHS2	0.072329091
SEPHS1	0.00356185
RAB3GAP1	-0.037661532
RAB18	-0.16099395
POMZP3	0.282830659
SIRT2	-0.049877842
RPIA	0.071052904
ELL2	-0.034252464
SCAP	-0.30134133
SNW1	-0.503529325
FOXF1	-0.054692114
SHANK2	0.103298355
DKK1	-0.09196279
KIN	-0.092739416
CCT5	-0.433177131
PTGR1	0.00524731
FOXF2	-0.073277799
