,cna_alk,cna_tp53,cna_egfr,cna_kras,cna_stk11,cna_keap1,rna_alk,rna_tp53,rna_egfr,rna_kras,rna_stk11,rna_keap1,prot_alk,prot_tp53,prot_egfr,prot_kras,prot_stk11,prot_keap1,phos_alk,phos_tp53,phos_egfr,phos_kras,phos_stk11,phos_keap1
ENSG00000105793.15,,0.000708171,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000105808.17,,0.005231675,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000105810.9,,0.000708171,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000105819.13,,0.000708171,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000105821.14,,0.000708171,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000105825.11,,0.031136029,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000105829.11,,0.031136029,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000105835.11,0.293161599,0.031063091,0.113079297,,,,,,,,,,,,,,,,,,,,,
ENSG00000105849.5,,0.031136029,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000105851.10,0.293161599,0.031063091,0.113079297,,,,,,,,,,,,,,,,,,,,,
ENSG00000105852.10,,0.001801276,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000105854.12,,0.000708171,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000105855.9,0.259165867,0.110850627,0.482002842,,,,,,,,,,,,,,,,,,,,,
ENSG00000105856.13,0.293161599,0.031063091,0.113079297,,,,,,,,,,,,,,,,,,,,,
ENSG00000105865.10,0.293161599,0.031063091,0.113079297,,,,,,,,,,,,,,,,,,,,,
ENSG00000105866.13,,0.043518531,,,,,,,,,,,,,,,,,,,,,,
ENSG00000105875.13,,0.013173105,,,,,,,,,,,,,,,,,,,,,,
ENSG00000105877.17,,0.043518531,,,,,,,,,,,,,,,,,,,,,,
ENSG00000105879.11,0.293161599,0.031063091,0.113079297,,,,,,,,,,,,,,,,,,,,,
ENSG00000105880.4,,0.000322916,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000105887.10,,0.031136029,,,,,,,,,,,,,,,,,,,,,,
ENSG00000105894.11,,0.013173105,0.482002842,,,,,,,,,,,,,,,,,,,,,
ENSG00000105926.15,,0.043518531,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000105928.13,,0.043518531,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000105929.15,0.274501897,0.051087789,,,,,,,,,,,,,,,,,,,,,,
ENSG00000105939.12,,0.013173105,,,,,,,,,,,,,,,,,,,,,,
ENSG00000105948.13,,0.013173105,,,,,,,,,,,,,,,,,,,,,,
ENSG00000105953.14,0.228052613,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000105954.2,,0.043518531,,,,,,,,,,,,,,,,,,,,,,
ENSG00000105963.13,,0.043518531,,,,,,,,,,,,,,,,,,,,,,
ENSG00000105967.15,,0.005231675,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000105968.18,0.251645978,,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000105971.14,,0.002119553,0.113079297,,,,,,,,,,,,,,,,,,,,,
ENSG00000105974.11,,0.002119553,0.113079297,,,,,,,,,,,,,,,,,,,,,
ENSG00000105976.14,,0.002119553,0.113079297,,,,,,,,,,,,,,,,,,,,,
ENSG00000105982.16,,0.001801276,,,,,,,,,,,,,,,,,,,,,,
ENSG00000105983.20,,0.001801276,,,,,,,,,,,,,,,,,,,,,,
ENSG00000105989.8,,0.002119553,0.113079297,,,,,,,,,,,,,,,,,,,,,
ENSG00000105991.7,0.259165867,0.110850627,0.482002842,,,,,,,,,,,,,,,,,,,,,
ENSG00000105993.14,0.259165867,0.013173105,0.482002842,,,,,,,,,,,,,,,,,,,,,
ENSG00000105996.6,0.259165867,0.110850627,0.482002842,,,,,,,,,,,,,,,,,,,,,
ENSG00000105997.22,0.251645978,0.208562717,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000106004.4,0.251645978,0.208562717,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000106006.6,0.251645978,0.208562717,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000106013.14,,0.005231675,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000106018.13,,0.001801276,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106025.8,,0.013173105,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000106028.10,,0.000154929,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000106031.7,0.251645978,0.208562717,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000106034.17,,0.013173105,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000106038.12,0.251645978,0.208562717,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000106049.8,,0.043518531,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000106052.13,,0.043518531,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000106070.17,0.293161599,0.031063091,0.002096108,,,,,,,,,,,,,,,,,,,,,
ENSG00000106077.18,,0.257614575,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106078.17,0.293161599,0.031063091,0.002096108,,,,,,,,,,,,,,,,,,,,,
ENSG00000106080.10,0.259165867,0.422234492,0.482002842,,,,,,,,,,,,,,,,,,,,,
ENSG00000106086.18,0.259165867,0.422234492,0.482002842,,,,,,,,,,,,,,,,,,,,,
ENSG00000106089.11,,0.257614575,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106105.13,,0.208562717,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000106113.18,,0.208562717,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000106123.11,0.251645978,0.031136029,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106125.14,,0.208562717,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000106128.18,0.259165867,0.422234492,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000106144.19,,0.004639878,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106153.12,0.321418854,0.084484231,0.00734663,,,,,,,,,,,,,,,,,,,,,
ENSG00000106178.6,,0.208562717,,,,0.142653802,,,,,,,,,,,,,,,,,,
ENSG00000106211.8,,0.043518531,,,,0.10614403,,,,,,,,,,,,,,,,,,
ENSG00000106236.3,,0.005231675,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106244.12,,0.002119553,0.410179526,,,0.329698174,,,,,,,,,,,,,,,,,,
ENSG00000106245.10,,0.002119553,0.410179526,,,0.329698174,,,,,,,,,,,,,,,,,,
ENSG00000106246.17,,0.002119553,0.410179526,,,0.329698174,,,,,,,,,,,,,,,,,,
ENSG00000106258.13,,0.002119553,0.410179526,,,,,,,,,,,,,,,,,,,,,
ENSG00000106261.16,,0.002119553,0.410179526,,,,,,,,,,,,,,,,,,,,,
ENSG00000106278.11,0.274501897,0.051087789,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106290.14,,0.002119553,0.410179526,,,,,,,,,,,,,,,,,,,,,
ENSG00000106299.7,,0.013173105,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000106302.9,,0.013173105,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000106304.15,,0.013173105,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000106327.12,,0.000154929,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106328.9,0.293161599,0.031063091,0.113079297,,,,,,,,,,,,,,,,,,,,,
ENSG00000106330.11,,0.000154929,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106331.15,0.293161599,0.031063091,0.113079297,,,,,,,,,,,,,,,,,,,,,
ENSG00000106333.12,,0.000154929,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106336.12,,0.000154929,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106341.10,0.259165867,0.422234492,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000106344.8,0.274501897,0.051087789,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106348.16,0.274501897,0.051087789,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106351.12,,0.000154929,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106355.9,0.259165867,0.422234492,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000106366.8,,0.000154929,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106367.13,,0.000154929,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106384.10,,0.000154929,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106397.11,,0.000154929,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106400.11,,0.000154929,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106404.13,,0.000154929,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106410.14,,0.001801276,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106436.4,,0.000154929,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106443.15,,0.043518531,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106459.14,0.274501897,0.051087789,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106462.10,,0.001801276,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106477.18,0.259165867,0.110850627,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106479.10,,0.004639878,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106483.11,0.251645978,0.208562717,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106484.14,0.251645978,0.208562717,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106526.10,,0.004639878,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106536.19,0.251645978,0.208562717,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106538.9,,0.004639878,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106554.11,0.293161599,0.031063091,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106560.10,,0.004639878,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106565.17,,0.004639878,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106571.12,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106588.10,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106591.3,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106603.18,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106605.10,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106608.16,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106609.16,,0.031136029,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000106615.9,,0.000708171,0.336423684,,,0.142653802,,,,,,,,,,,,,,,,,,
ENSG00000106617.13,,0.000708171,0.336423684,,,0.142653802,,,,,,,,,,,,,,,,,,
ENSG00000106624.10,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106628.10,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106631.8,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106633.15,0.228052613,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106635.7,,0.156644928,0.113079297,,,,,,,,,,,,,,,,,,,,,
ENSG00000106636.7,0.228052613,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106638.15,,0.156644928,0.113079297,,,,,,,,,,,,,,,,,,,,,
ENSG00000106648.13,,0.000708171,0.336423684,,,0.142653802,,,,,,,,,,,,,,,,,,
ENSG00000106665.15,,0.422234492,0.482002842,,,,,,,,,,,,,,,,,,,,,
ENSG00000106682.14,,0.422234492,0.482002842,,,,,,,,,,,,,,,,,,,,,
ENSG00000106683.14,,0.257614575,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000106686.16,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106688.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106772.17,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000106993.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107014.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107018.7,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107020.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107036.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107077.18,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107099.15,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107104.18,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107105.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107140.15,,,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000107147.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107159.12,,,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000107165.12,0.168209941,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107175.11,,,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000107185.9,,,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000107186.16,0.168209941,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107187.15,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107201.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107223.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107249.21,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107262.18,,,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000107263.18,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107281.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107290.13,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107295.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107317.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107331.16,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107338.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107341.4,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107371.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107404.19,,,0.113079297,,,0.329698174,,,,,,,,,,,,,,,,,,
ENSG00000107438.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107443.15,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107447.7,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107485.15,,,,,,0.025444879,,,,,,,,,,,,,,,,,,
ENSG00000107518.16,,,,,0.0017411,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000107521.18,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107537.13,,,,0.295549325,,0.043711964,,,,,,,,,,,,,,,,,,
ENSG00000107551.20,,,,,,0.012028399,,,,,,,,,,,,,,,,,,
ENSG00000107554.16,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107560.10,,,,,0.0017411,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000107562.16,,,,,,0.012028399,,,,,,,,,,,,,,,,,,
ENSG00000107566.13,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107581.12,,,,,0.0017411,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000107593.16,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107611.14,,0.422234492,,0.295549325,,0.005123886,,,,,,,,,,,,,,,,,,
ENSG00000107614.21,,0.422234492,,0.295549325,,0.005123886,,,,,,,,,,,,,,,,,,
ENSG00000107625.12,,,,,,0.061621446,,,,,,,,,,,,,,,,,,
ENSG00000107643.15,,,,,,0.025444879,,,,,,,,,,,,,,,,,,
ENSG00000107651.12,,,,,0.0017411,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000107669.17,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107672.14,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107679.14,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107719.8,,,,0.078178141,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000107731.12,,,,0.078178141,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000107736.19,,,,0.078178141,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000107738.19,,,,0.078178141,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000107742.12,,,,0.078178141,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000107745.17,,,,0.078178141,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000107758.15,,,,0.078178141,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000107771.15,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107779.13,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107789.15,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107796.13,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107798.17,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107807.12,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107815.7,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107816.17,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107819.13,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107821.14,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107829.13,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107831.12,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107833.10,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107854.5,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107859.9,,,,,0.0017411,,,,,,,,,,,,,,,,,,,
ENSG00000107862.4,,,,,0.0017411,,,,,,,,,,,,,,,,,,,
ENSG00000107863.17,,0.422234492,,0.295549325,,0.005123886,,,,,,,,,,,,,,,,,,
ENSG00000107864.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000107872.12,,,,,0.0017411,,,,,,,,,,,,,,,,,,,
ENSG00000107874.10,,,,,0.0017411,,,,,,,,,,,,,,,,,,,
ENSG00000107882.11,,,,,0.0017411,,,,,,,,,,,,,,,,,,,
ENSG00000107890.16,,0.257614575,,0.521827038,,0.008582285,,,,,,,,,,,,,,,,,,
ENSG00000107897.18,,0.257614575,,0.191254875,,0.008582285,,,,,,,,,,,,,,,,,,
ENSG00000107902.13,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107929.14,,,,,,0.014889635,,,,,,,,,,,,,,,,,,
ENSG00000107937.18,,,,,,0.014889635,,,,,,,,,,,,,,,,,,
ENSG00000107938.17,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107949.16,,,,,0.024998017,,,,,,,,,,,,,,,,,,,
ENSG00000107951.14,,0.156644928,,0.078178141,,0.014453431,,,,,,,,,,,,,,,,,,
ENSG00000107954.10,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107957.16,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107959.15,,,,,,0.025444879,,,,,,,,,,,,,,,,,,
ENSG00000107960.10,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000107968.9,,0.084484231,,0.113356145,0.425004736,0.014889635,,,,,,,,,,,,,,,,,,
ENSG00000107984.9,,,,,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000108001.13,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000108010.11,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000108018.15,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000108021.19,,,,,,0.025444879,,,,,,,,,,,,,,,,,,
ENSG00000108039.17,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000108055.9,,,,,0.0017411,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000108061.11,,,,,0.0017411,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000108064.10,,,,,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000108091.10,,,,,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000108094.14,,0.257614575,,0.191254875,,0.061621446,,,,,,,,,,,,,,,,,,
ENSG00000108100.17,,0.422234492,,0.113356145,,0.043711964,,,,,,,,,,,,,,,,,,
ENSG00000108106.13,,,,,,0.10614403,,,,,,,,,,,,,,,,,,
ENSG00000108107.14,,,,,,0.10614403,,,,,,,,,,,,,,,,,,
ENSG00000108175.16,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108176.14,,,,0.078178141,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000108179.13,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108187.15,,,,,,0.061621446,,,,,,,,,,,,,,,,,,
ENSG00000108219.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108231.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108239.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108242.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108244.16,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108255.7,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108256.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108262.15,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108298.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108306.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108309.13,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108312.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108342.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108344.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108349.16,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108352.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108370.16,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108375.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108379.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108384.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108387.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108389.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108395.13,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108406.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108417.3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108423.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108424.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108433.16,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108439.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108443.13,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108448.20,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108465.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108468.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108469.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108479.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108506.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108509.20,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108510.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108511.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108515.17,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108518.7,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108523.15,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108528.13,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108551.4,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108556.7,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108557.18,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108559.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108561.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108576.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108578.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108582.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108587.15,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108588.13,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108590.10,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108591.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108592.16,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108604.15,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108622.10,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108639.7,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108651.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108654.13,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108666.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108669.16,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108671.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108679.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108684.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108688.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108691.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108700.4,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108702.3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108733.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108759.3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108771.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108773.10,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108774.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108784.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108786.10,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108788.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108797.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108798.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108799.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108813.10,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108819.10,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108821.13,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108823.15,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108826.15,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108828.15,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108829.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108830.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108839.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108840.15,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108846.15,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108848.15,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108849.7,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000108852.14,,,,,,,,,,,,,,,,,,,,,,,,
